{1.54, 2.08, 2.06, 0.66, 0.42, 1.08, 0.21, 0.92, 0.71, 0.72}, 
{1.59, 2.19, 2.20, 0.64, 0.51, 1.15, 0.17, 0.90, 0.74, 0.76}, 
{1.47, 2.15, 2.12, 0.62, 0.49, 1.11, 0.14, 0.89, 0.70, 0.72}, 
{1.06, 1.72, 1.75, 0.60, 0.36, 0.96, 0.15, 0.77, 0.39, 0.39}, 
{1.04, 1.70, 1.71, 0.56, 0.32, 0.88, 0.13, 0.79, 0.37, 0.38}, 
{1.22, 2.02, 2.02, 0.59, 0.39, 0.98, 0.11, 0.89, 0.43, 0.44}, 
{1.46, 2.14, 2.17, 0.76, 0.41, 1.17, 0.21, 0.96, 0.46, 0.46}, 
{1.41, 2.12, 2.16, 0.80, 0.37, 1.17, 0.23, 0.95, 0.42, 0.43}, 
{1.36, 2.03, 2.06, 0.66, 0.43, 1.08, 0.18, 0.90, 0.42, 0.44}, 
{1.73, 2.55, 2.61, 1.05, 0.52, 1.56, 0.45, 1.06, 0.43, 0.41}, 
{1.60, 2.39, 2.44, 0.84, 0.50, 1.34, 0.31, 0.91, 0.43, 0.43}, 
{1.70, 2.48, 2.52, 0.83, 0.47, 1.31, 0.28, 0.84, 0.40, 0.44}, 
{1.49, 2.51, 2.52, 0.90, 0.47, 1.37, 0.26, 0.94, 0.67, 0.67}, 
{1.40, 2.28, 2.31, 0.86, 0.44, 1.30, 0.31, 0.89, 0.60, 0.61}, 
{1.60, 2.70, 2.72, 0.92, 0.54, 1.47, 0.32, 1.05, 0.71, 0.69}, 
{1.90, 2.80, 2.77, 0.67, 0.65, 1.32, 0.15, 1.24, 0.52, 0.51}, 
{1.79, 2.60, 2.58, 0.73, 0.42, 1.15, 0.12, 1.09, 0.60, 0.62}, 
{1.72, 2.46, 2.43, 0.70, 0.41, 1.10, 0.09, 1.04, 0.61, 0.64}, 
{1.61, 2.43, 2.42, 0.66, 0.46, 1.12, 0.19, 1.01, 0.45, 0.44}, 
{1.44, 2.17, 2.16, 0.57, 0.40, 0.97, 0.14, 0.84, 0.41, 0.39}, 
{1.41, 2.08, 2.08, 0.52, 0.41, 0.94, 0.14, 0.76, 0.37, 0.35}, 
{1.41, 2.24, 2.22, 0.51, 0.44, 0.95, 0.11, 0.86, 0.46, 0.43}, 
{1.50, 1.97, 1.98, 0.74, 0.27, 1.00, 0.25, 0.83, 0.44, 0.45}, 
{1.31, 2.06, 2.10, 0.69, 0.37, 1.05, 0.21, 1.02, 0.57, 0.57}, 
{1.46, 2.34, 2.36, 0.73, 0.42, 1.15, 0.20, 0.96, 0.63, 0.63}, 
{1.36, 2.17, 2.19, 0.69, 0.38, 1.07, 0.20, 1.05, 0.56, 0.57}, 
{1.59, 2.18, 2.22, 0.71, 0.38, 1.08, 0.20, 0.84, 0.70, 0.69}, 
{1.68, 2.29, 2.34, 0.74, 0.39, 1.13, 0.18, 0.88, 0.69, 0.68}, 
{1.71, 2.17, 2.21, 0.71, 0.38, 1.09, 0.21, 0.98, 0.73, 0.72}, 
{1.74, 2.23, 2.26, 0.68, 0.43, 1.11, 0.25, 1.07, 0.47, 0.50}, 
{1.53, 2.28, 2.29, 0.69, 0.41, 1.10, 0.19, 1.11, 0.47, 0.50}, 
{1.09, 1.88, 1.87, 0.56, 0.32, 0.89, 0.15, 0.78, 0.46, 0.47}, 
{1.36, 2.08, 2.10, 0.63, 0.39, 1.02, 0.20, 0.86, 0.54, 0.51}, 
{1.03, 1.69, 1.71, 0.47, 0.31, 0.78, 0.13, 0.72, 0.39, 0.39}, 
{1.65, 2.69, 2.74, 0.87, 0.45, 1.32, 0.24, 1.01, 0.64, 0.61}, 
{1.66, 2.54, 2.55, 0.59, 0.40, 0.99, 0.06, 1.00, 0.61, 0.59}, 
{1.67, 2.68, 2.71, 0.81, 0.41, 1.22, 0.22, 1.15, 0.61, 0.59}, 
{1.52, 2.70, 2.76, 1.06, 0.45, 1.52, 0.32, 1.01, 0.54, 0.50}, 
{1.60, 2.52, 2.52, 0.80, 0.46, 1.26, 0.19, 1.10, 0.56, 0.54}, 
{1.57, 2.34, 2.35, 0.65, 0.44, 1.09, 0.14, 0.88, 0.48, 0.42}, 
{1.79, 2.17, 2.18, 0.95, 0.32, 1.27, 0.44, 1.05, 0.49, 0.50}, 
{1.81, 2.18, 2.19, 1.01, 0.34, 1.34, 0.46, 1.09, 0.51, 0.53}, 
{2.05, 2.71, 2.71, 0.77, 0.58, 1.34, 0.17, 1.12, 0.73, 0.75}, 
{2.09, 2.82, 2.83, 0.81, 0.59, 1.40, 0.20, 1.16, 0.67, 0.68}, 
{1.97, 2.63, 2.65, 0.87, 0.51, 1.38, 0.18, 1.06, 0.66, 0.68}, 
{1.57, 2.20, 2.23, 0.65, 0.49, 1.14, 0.15, 0.92, 0.54, 0.56}, 
{2.01, 2.77, 2.78, 0.78, 0.65, 1.43, 0.15, 1.12, 0.77, 0.78}, 
{1.61, 2.40, 2.41, 0.74, 0.45, 1.19, 0.13, 0.99, 0.43, 0.43}, 
{1.50, 2.22, 2.23, 0.66, 0.39, 1.05, 0.15, 0.93, 0.43, 0.43}, 
{1.39, 2.22, 2.23, 0.64, 0.38, 1.03, 0.12, 1.01, 0.43, 0.44}, 
{1.35, 2.25, 2.27, 0.57, 0.48, 1.05, 0.12, 1.03, 0.48, 0.46}, 
{1.69, 2.50, 2.49, 0.91, 0.43, 1.34, 0.33, 1.16, 0.54, 0.57}, 
{1.75, 2.57, 2.56, 0.76, 0.49, 1.25, 0.18, 1.15, 0.59, 0.61}, 
{1.78, 2.59, 2.59, 0.81, 0.50, 1.31, 0.24, 1.21, 0.59, 0.62}, 
{1.06, 1.75, 1.76, 0.49, 0.33, 0.82, 0.13, 0.74, 0.45, 0.47}, 
{1.04, 1.52, 1.51, 0.39, 0.26, 0.65, 0.10, 0.67, 0.37, 0.38}, 
{1.74, 2.55, 2.56, 0.72, 0.38, 1.10, 0.16, 1.13, 0.66, 0.65}, 
{1.34, 1.89, 1.93, 0.53, 0.32, 0.84, 0.14, 0.80, 0.44, 0.46}, 
{1.53, 2.02, 2.08, 0.51, 0.35, 0.85, 0.15, 0.93, 0.47, 0.47}, 
{1.59, 2.23, 2.28, 0.62, 0.35, 0.97, 0.16, 1.00, 0.47, 0.48}, 
{1.06, 1.32, 1.32, 0.52, 0.26, 0.78, 0.23, 0.66, 0.47, 0.48}, 
{0.95, 1.30, 1.32, 0.53, 0.26, 0.79, 0.22, 0.64, 0.43, 0.44}, 
{1.67, 2.47, 2.51, 0.71, 0.40, 1.12, 0.26, 1.00, 0.53, 0.57}, 
{1.37, 2.11, 2.11, 0.74, 0.35, 1.09, 0.29, 0.84, 0.47, 0.51}, 
{1.17, 1.60, 1.62, 0.52, 0.30, 0.82, 0.16, 0.76, 0.41, 0.44}, 
{1.54, 2.16, 2.18, 0.71, 0.40, 1.11, 0.25, 0.94, 0.50, 0.52}, 
{1.03, 1.55, 1.57, 0.48, 0.31, 0.79, 0.15, 0.57, 0.38, 0.34}, 
{1.73, 2.65, 2.65, 0.59, 0.59, 1.18, 0.14, 1.11, 0.52, 0.51}, 
{1.28, 1.62, 1.65, 0.61, 0.34, 0.95, 0.24, 0.77, 0.55, 0.56}, 
{1.31, 1.76, 1.78, 0.65, 0.41, 1.06, 0.29, 0.88, 0.65, 0.64}, 
{1.57, 2.36, 2.41, 0.78, 0.49, 1.26, 0.32, 0.93, 0.48, 0.48}, 
{1.09, 1.67, 1.70, 0.54, 0.37, 0.91, 0.24, 0.66, 0.38, 0.39}, 
{1.44, 2.23, 2.24, 0.94, 0.46, 1.40, 0.39, 0.95, 0.71, 0.70}, 
{1.46, 2.37, 2.41, 0.82, 0.51, 1.33, 0.26, 0.89, 0.75, 0.76}, 
{1.51, 2.53, 2.56, 0.87, 0.55, 1.42, 0.29, 0.96, 0.79, 0.77}, 
{1.74, 2.62, 2.61, 0.60, 0.49, 1.09, 0.15, 1.00, 0.62, 0.62}, 
{1.26, 1.77, 1.78, 0.45, 0.34, 0.79, 0.11, 0.69, 0.50, 0.51}, 
{1.70, 2.22, 2.28, 0.88, 0.46, 1.33, 0.34, 1.11, 0.84, 0.85}, 
{1.43, 2.13, 2.16, 0.81, 0.41, 1.22, 0.28, 0.93, 0.69, 0.68}, 
