{1.66, 1.77, 1.79, 0.70, 0.32, 1.02, 0.33, 1.02, 0.40, 0.40}, 
{1.49, 2.78, 2.79, 0.90, 0.52, 1.42, 0.28, 1.07, 0.51, 0.52}, 
{1.44, 2.37, 2.40, 0.62, 0.50, 1.12, 0.16, 0.81, 0.49, 0.47}, 
{1.39, 1.81, 1.81, 0.71, 0.34, 1.05, 0.27, 0.95, 0.24, 0.27}, 
{1.92, 2.44, 2.41, 1.11, 0.38, 1.49, 0.44, 1.35, 0.40, 0.41}, 
{1.59, 2.12, 2.10, 0.99, 0.33, 1.32, 0.39, 1.29, 0.47, 0.48}, 
{2.02, 2.27, 2.26, 0.85, 0.31, 1.15, 0.31, 0.92, 0.50, 0.54}, 
{2.09, 2.49, 2.45, 0.77, 0.42, 1.19, 0.26, 0.84, 0.59, 0.63}, 
{2.11, 2.41, 2.39, 0.80, 0.37, 1.17, 0.26, 0.81, 0.58, 0.61}, 
{1.52, 1.71, 1.71, 0.61, 0.34, 0.94, 0.25, 0.89, 0.26, 0.26}, 
{1.43, 1.68, 1.68, 0.55, 0.38, 0.93, 0.25, 0.82, 0.24, 0.26}, 
{1.55, 1.65, 1.63, 0.60, 0.32, 0.92, 0.24, 0.91, 0.27, 0.27}, 
{1.64, 1.55, 1.57, 0.66, 0.19, 0.86, 0.31, 0.82, 0.30, 0.31}, 
{1.69, 1.52, 1.50, 0.62, 0.22, 0.85, 0.32, 0.79, 0.30, 0.32}, 
{1.79, 1.86, 1.86, 0.70, 0.30, 1.00, 0.34, 1.05, 0.34, 0.32}, 
{1.36, 1.58, 1.58, 0.56, 0.25, 0.80, 0.22, 0.79, 0.24, 0.22}, 
{1.66, 2.21, 2.26, 1.01, 0.30, 1.31, 0.41, 0.99, 0.48, 0.47}, 
{1.66, 2.26, 2.30, 1.03, 0.28, 1.31, 0.37, 0.94, 0.43, 0.44}, 
{1.63, 2.18, 2.25, 1.02, 0.29, 1.31, 0.38, 1.00, 0.43, 0.40}, 
{1.39, 1.52, 1.53, 0.72, 0.28, 1.00, 0.31, 0.77, 0.29, 0.30}, 
{1.25, 1.48, 1.50, 0.77, 0.25, 1.02, 0.32, 0.81, 0.30, 0.31}, 
{1.26, 1.50, 1.52, 0.71, 0.28, 0.98, 0.26, 0.76, 0.29, 0.31}, 
{1.57, 1.90, 1.90, 0.89, 0.25, 1.14, 0.37, 1.11, 0.37, 0.39}, 
{1.68, 1.98, 1.95, 0.95, 0.26, 1.21, 0.44, 1.12, 0.39, 0.41}, 
{1.60, 1.91, 1.95, 0.94, 0.25, 1.19, 0.40, 1.10, 0.40, 0.41}, 
{1.37, 1.71, 1.72, 0.47, 0.23, 0.70, 0.13, 0.86, 0.24, 0.23}, 
{1.45, 1.70, 1.71, 0.53, 0.24, 0.77, 0.17, 0.80, 0.25, 0.22}, 
{1.28, 1.60, 1.60, 0.48, 0.23, 0.71, 0.14, 0.65, 0.27, 0.25}, 
{1.67, 2.37, 2.41, 0.70, 0.32, 1.02, 0.12, 0.94, 0.46, 0.40}, 
{2.13, 2.29, 2.30, 0.91, 0.38, 1.28, 0.41, 0.96, 0.47, 0.40}, 
{2.06, 2.34, 2.34, 0.97, 0.41, 1.38, 0.40, 0.91, 0.45, 0.40}, 
{1.80, 2.20, 2.22, 1.10, 0.37, 1.47, 0.48, 1.03, 0.41, 0.37}, 
{1.80, 2.17, 2.14, 0.95, 0.31, 1.26, 0.44, 1.05, 0.34, 0.37}, 
{1.87, 2.06, 2.01, 0.78, 0.30, 1.08, 0.38, 1.04, 0.32, 0.36}, 
{1.77, 2.07, 2.07, 0.92, 0.29, 1.21, 0.41, 1.01, 0.38, 0.38}, 
{1.82, 2.10, 2.09, 0.91, 0.32, 1.23, 0.46, 1.10, 0.35, 0.36}, 
{1.78, 1.92, 1.91, 0.76, 0.27, 1.03, 0.25, 0.83, 0.41, 0.45}, 
{1.84, 2.12, 2.13, 0.80, 0.32, 1.13, 0.22, 0.79, 0.50, 0.49}, 
{1.84, 2.07, 2.07, 0.81, 0.27, 1.08, 0.28, 0.82, 0.42, 0.46}, 
{1.58, 1.97, 2.01, 0.66, 0.36, 1.02, 0.18, 0.91, 0.34, 0.32}, 
{1.77, 2.18, 2.17, 0.71, 0.31, 1.02, 0.18, 1.03, 0.40, 0.42}, 
{1.66, 2.21, 2.22, 0.74, 0.37, 1.10, 0.17, 0.87, 0.40, 0.45}, 
{1.93, 2.31, 2.32, 0.99, 0.33, 1.32, 0.44, 1.11, 0.39, 0.38}, 
{2.00, 2.33, 2.34, 0.95, 0.34, 1.30, 0.48, 1.06, 0.45, 0.42}, 
{1.97, 2.33, 2.36, 0.85, 0.43, 1.28, 0.42, 1.06, 0.40, 0.37}, 
{1.38, 1.59, 1.61, 0.71, 0.27, 0.98, 0.36, 0.74, 0.29, 0.28}, 
{1.78, 2.01, 2.03, 0.80, 0.41, 1.22, 0.38, 0.92, 0.39, 0.37}, 
{1.49, 1.63, 1.66, 0.70, 0.31, 1.02, 0.32, 0.77, 0.31, 0.28}, 
{1.85, 2.39, 2.36, 0.82, 0.47, 1.29, 0.33, 1.02, 0.40, 0.43}, 
{1.59, 2.17, 2.17, 0.62, 0.43, 1.04, 0.20, 0.91, 0.35, 0.34}, 
{1.69, 2.30, 2.30, 0.98, 0.43, 1.41, 0.48, 0.96, 0.43, 0.42}, 
{0.83, 1.02, 1.03, 0.35, 0.15, 0.50, 0.13, 0.44, 0.18, 0.19}, 
{0.94, 1.14, 1.14, 0.37, 0.17, 0.54, 0.13, 0.55, 0.21, 0.22}, 
{1.04, 1.20, 1.21, 0.40, 0.17, 0.56, 0.14, 0.63, 0.25, 0.26}, 
{1.84, 2.04, 2.03, 0.73, 0.27, 1.00, 0.23, 1.05, 0.68, 0.68}, 
{1.63, 2.11, 2.10, 0.71, 0.26, 0.96, 0.21, 1.07, 0.57, 0.56}, 
{1.65, 2.14, 2.14, 0.75, 0.26, 1.01, 0.21, 1.01, 0.57, 0.58}, 
{1.31, 1.60, 1.65, 0.63, 0.26, 0.89, 0.28, 0.82, 0.32, 0.32}, 
{1.29, 1.56, 1.60, 0.58, 0.25, 0.83, 0.24, 0.85, 0.34, 0.36}, 
{1.33, 1.62, 1.65, 0.41, 0.28, 0.69, 0.13, 0.68, 0.37, 0.37}, 
{1.34, 1.81, 1.83, 0.90, 0.31, 1.21, 0.39, 0.73, 0.46, 0.45}, 
{1.86, 1.84, 1.87, 0.83, 0.23, 1.05, 0.36, 0.95, 0.46, 0.43}, 
{1.75, 1.82, 1.82, 0.81, 0.22, 1.03, 0.35, 0.83, 0.44, 0.44}, 
{1.48, 1.95, 1.96, 1.03, 0.28, 1.31, 0.49, 0.93, 0.37, 0.39}, 
{1.61, 2.26, 2.28, 1.04, 0.36, 1.40, 0.46, 1.08, 0.39, 0.42}, 
{1.39, 1.71, 1.74, 0.72, 0.26, 0.98, 0.28, 0.86, 0.33, 0.34}, 
{1.18, 1.43, 1.45, 0.66, 0.19, 0.85, 0.27, 0.74, 0.27, 0.28}, 
{1.60, 1.95, 1.97, 0.85, 0.27, 1.11, 0.31, 0.91, 0.38, 0.41}, 
{1.21, 1.40, 1.41, 0.71, 0.16, 0.88, 0.31, 0.66, 0.28, 0.31}, 
{1.55, 1.70, 1.70, 0.80, 0.26, 1.05, 0.39, 0.84, 0.35, 0.38}, 
{1.11, 1.61, 1.62, 0.68, 0.28, 0.96, 0.30, 0.53, 0.33, 0.31}, 
{1.50, 1.94, 1.94, 0.88, 0.31, 1.19, 0.44, 1.07, 0.41, 0.42}, 
{1.81, 2.40, 2.38, 0.62, 0.52, 1.14, 0.21, 0.97, 0.36, 0.38}, 
{1.80, 2.10, 2.11, 0.73, 0.33, 1.06, 0.21, 1.06, 0.41, 0.39}, 
{1.99, 1.87, 1.88, 0.70, 0.38, 1.08, 0.26, 1.04, 0.38, 0.34}, 
{1.82, 2.17, 2.20, 0.58, 0.42, 1.00, 0.11, 1.17, 0.47, 0.46}, 
{1.84, 2.20, 2.22, 0.84, 0.46, 1.31, 0.48, 0.82, 0.42, 0.40}, 
{1.70, 2.24, 2.26, 0.78, 0.47, 1.25, 0.39, 0.93, 0.42, 0.42}, 
{1.53, 2.35, 2.39, 1.19, 0.47, 1.66, 0.52, 0.83, 0.51, 0.49}, 
{1.46, 2.31, 2.36, 1.17, 0.44, 1.61, 0.50, 0.85, 0.55, 0.54}, 
{1.45, 2.22, 2.24, 1.12, 0.45, 1.58, 0.56, 0.97, 0.52, 0.52}, 
{2.18, 2.62, 2.62, 0.93, 0.47, 1.40, 0.43, 1.10, 0.49, 0.48}, 
{1.57, 1.94, 1.94, 0.70, 0.38, 1.08, 0.34, 0.90, 0.32, 0.34}, 
{1.36, 1.82, 1.84, 0.63, 0.32, 0.96, 0.27, 0.86, 0.32, 0.33}, 
{1.41, 2.28, 2.32, 1.06, 0.47, 1.52, 0.47, 0.96, 0.59, 0.57}, 
{1.20, 2.09, 2.14, 1.00, 0.38, 1.38, 0.44, 0.87, 0.52, 0.51}, 
{1.28, 2.10, 2.14, 0.98, 0.43, 1.40, 0.44, 0.86, 0.51, 0.51}, 
